,LSLR Program,Public or Consumer,Work Address,Status,Zip,Ward,Date Completed,program,ZIP,BOTH AS REQUIRED or Consumer,Type of Service,completed_year,completed_month_year,completed_day,clean_address,id,program_clean_address,full_address,row,classification_for_entire_service_line,stnum1,stnum2,stdir,stname,sttype,zip,geocoder,lat,long,geoid,matched_address,m_is_intersection,_merge
97,Breaks & Leaks LSLR,CONSUMER,2105 W 83RD ST,Completed,,18.0,2025-12-23 00:00:00,Breaks Leaks,60620.0,,,2025.0,12/2025,12-23,2105 W 83RD ST,113,Breaks Leaks 2105 W 83RD ST,,,,,,,,,,,,,,,,left_only
98,CIP WM LSLR,CONSUMER,8633 S PAULINA ST,Completed,,18.0,2025-12-23 00:00:00,CIP Water Main,60620.0,,,2025.0,12/2025,12-23,8633 S PAULINA ST,114,CIP Water Main 8633 S PAULINA ST,,,,,,,,,,,,,,,,left_only
99,Breaks & Leaks LSLR,PUBLIC,1705 N KARLOV AVE,Completed,,26.0,2025-12-23 00:00:00,Breaks Leaks,60639.0,,,2025.0,12/2025,12-23,1705 N KARLOV AVE,115,Breaks Leaks 1705 N KARLOV AVE,,,,,,,,,,,,,,,,left_only
100,Breaks & Leaks LSLR,CONSUMER,7255 S OAKLEY AVE,Completed,,18.0,2025-12-23 00:00:00,Breaks Leaks,60636.0,,,2025.0,12/2025,12-23,7255 S OAKLEY AVE,116,Breaks Leaks 7255 S OAKLEY AVE,,,,,,,,,,,,,,,,left_only
101,,CONSUMER,1263 W 74TH ST,Completed,,17.0,2025-12-23 00:00:00,Daycare Private,60636.0,,Daycares,2025.0,12/2025,12-23,1263 W 74TH ST,117,Daycare Private 1263 W 74TH ST,,,,,,,,,,,,,,,,left_only
102,CIP WM LSLR,PUBLIC,1031 N ST LOUIS AVE,Completed,,36.0,2025-12-23 00:00:00,CIP Water Main,60651.0,,,2025.0,12/2025,12-23,1031 N ST LOUIS AVE,118,CIP Water Main 1031 N ST LOUIS AVE,,,,,,,,,,,,,,,,left_only
103,CIP WM LSLR,CONSUMER,1031 N ST LOUIS AVE,Completed,,36.0,2025-12-23 00:00:00,CIP Water Main,60651.0,,,2025.0,12/2025,12-23,1031 N ST LOUIS AVE,119,CIP Water Main 1031 N ST LOUIS AVE,,,,,,,,,,,,,,,,left_only
104,Breaks & Leaks LSLR,CONSUMER,2651 N MULLIGAN AVE,Completed,,36.0,2025-12-23 00:00:00,Breaks Leaks,60639.0,,,2025.0,12/2025,12-23,2651 N MULLIGAN AVE,120,Breaks Leaks 2651 N MULLIGAN AVE,,,,,,,,,,,,,,,,left_only
105,Breaks & Leaks LSLR,PUBLIC,7255 S OAKLEY AVE,Completed,,18.0,2025-12-23 00:00:00,Breaks Leaks,60636.0,,,2025.0,12/2025,12-23,7255 S OAKLEY AVE,121,Breaks Leaks 7255 S OAKLEY AVE,,,,,,,,,,,,,,,,left_only
106,Breaks & Leaks LSLR,PUBLIC,2651 N MULLIGAN AVE,Completed,,36.0,2025-12-23 00:00:00,Breaks Leaks,60639.0,,,2025.0,12/2025,12-23,2651 N MULLIGAN AVE,122,Breaks Leaks 2651 N MULLIGAN AVE,,,,,,,,,,,,,,,,left_only
107,Breaks & Leaks LSLR,CONSUMER,2854 N NAGLE AVE,Completed,,36.0,2025-12-23 00:00:00,Breaks Leaks,60634.0,,,2025.0,12/2025,12-23,2854 N NAGLE AVE,123,Breaks Leaks 2854 N NAGLE AVE,,,,,,,,,,,,,,,,left_only
108,Daycares,PUBLIC,8221 S PEORIA ST,Completed,,17.0,2025-12-23 00:00:00,Daycare Public,60620.0,,,2025.0,12/2025,12-23,8221 S PEORIA ST,124,Daycare Public 8221 S PEORIA ST,,,,,,,,,,,,,,,,left_only
109,,CONSUMER,8221 S PEORIA ST,Completed,,17.0,2025-12-23 00:00:00,Daycare Private,60620.0,,Daycares,2025.0,12/2025,12-23,8221 S PEORIA ST,126,Daycare Private 8221 S PEORIA ST,,,,,,,,,,,,,,,,left_only
110,Breaks & Leaks LSLR,PUBLIC,5017 W CULLOM AVE,Completed,,45.0,2025-12-23 00:00:00,Breaks Leaks,60641.0,,,2025.0,12/2025,12-23,5017 W CULLOM AVE,127,Breaks Leaks 5017 W CULLOM AVE,,,,,,,,,,,,,,,,left_only
111,CIP WM LSLR,PUBLIC,1037 N ST LOUIS AVE,Completed,,36.0,2025-12-23 00:00:00,CIP Water Main,60651.0,,,2025.0,12/2025,12-23,1037 N ST LOUIS AVE,128,CIP Water Main 1037 N ST LOUIS AVE,,,,,,,,,,,,,,,,left_only
112,Breaks & Leaks LSLR,PUBLIC,2854 N NAGLE AVE,Completed,,36.0,2025-12-23 00:00:00,Breaks Leaks,60634.0,,,2025.0,12/2025,12-23,2854 N NAGLE AVE,129,Breaks Leaks 2854 N NAGLE AVE,,,,,,,,,,,,,,,,left_only
113,CIP WM LSLR,CONSUMER,1037 N ST LOUIS AVE,Completed,,36.0,2025-12-23 00:00:00,CIP Water Main,60651.0,,,2025.0,12/2025,12-23,1037 N ST LOUIS AVE,130,CIP Water Main 1037 N ST LOUIS AVE,,,,,,,,,,,,,,,,left_only
114,Equity LSLR,BOTH AS REQUIRED,2053 W 79TH PL,Completed,,18.0,2025-12-23 00:00:00,Equity,60620.0,,,2025.0,12/2025,12-23,2053 W 79TH PL,131,Equity 2053 W 79TH PL,,,,,,,,,,,,,,,,left_only
115,Breaks & Leaks LSLR,PUBLIC,4950 W GEORGE ST,Completed,,31.0,2025-12-23 00:00:00,Breaks Leaks,60641.0,,,2025.0,12/2025,12-23,4950 W GEORGE ST,132,Breaks Leaks 4950 W GEORGE ST,,,,,,,,,,,,,,,,left_only
116,Breaks & Leaks LSLR,CONSUMER,2280 N CLYBOURN AVE,Completed,,32.0,2025-12-22 16:00:00,Breaks Leaks,60614.0,,,2025.0,12/2025,12-22,2280 N CLYBOURN AVE,134,Breaks Leaks 2280 N CLYBOURN AVE,,,,,,,,,,,,,,,,left_only
117,Breaks & Leaks LSLR,CONSUMER,3806 S ARTESIAN AVE,Completed,,12.0,2025-12-22 13:33:00,Breaks Leaks,60632.0,,,2025.0,12/2025,12-22,3806 S ARTESIAN AVE,136,Breaks Leaks 3806 S ARTESIAN AVE,,,,,,,,,,,,,,,,left_only
118,Breaks & Leaks LSLR,PUBLIC,2280 N CLYBOURN AVE,Completed,,32.0,2025-12-22 00:00:00,Breaks Leaks,60614.0,,,2025.0,12/2025,12-22,2280 N CLYBOURN AVE,137,Breaks Leaks 2280 N CLYBOURN AVE,,,,,,,,,,,,,,,,left_only
119,Breaks & Leaks LSLR,CONSUMER,6358 N NEWARK AVE,Completed,,41.0,2025-12-22 00:00:00,Breaks Leaks,60631.0,,,2025.0,12/2025,12-22,6358 N NEWARK AVE,138,Breaks Leaks 6358 N NEWARK AVE,,,,,,,,,,,,,,,,left_only
120,Breaks & Leaks LSLR,PUBLIC,2818 N MAPLEWOOD AVE,Completed,,35.0,2025-12-22 00:00:00,Breaks Leaks,60618.0,,,2025.0,12/2025,12-22,2818 N MAPLEWOOD AVE,139,Breaks Leaks 2818 N MAPLEWOOD AVE,,,,,,,,,,,,,,,,left_only
121,Breaks & Leaks LSLR,CONSUMER,6651 S KILPATRICK AVE,Completed,,13.0,2025-12-22 00:00:00,Breaks Leaks,60629.0,,,2025.0,12/2025,12-22,6651 S KILPATRICK AVE,140,Breaks Leaks 6651 S KILPATRICK AVE,,,,,,,,,,,,,,,,left_only
122,CIP WM LSLR,PUBLIC,2107 W FLETCHER ST,Completed,,32.0,2025-12-22 00:00:00,CIP Water Main,60618.0,,,2025.0,12/2025,12-22,2107 W FLETCHER ST,141,CIP Water Main 2107 W FLETCHER ST,,,,,,,,,,,,,,,,left_only
123,CIP WM LSLR,CONSUMER,2107 W FLETCHER ST,Completed,,32.0,2025-12-22 00:00:00,CIP Water Main,60618.0,,,2025.0,12/2025,12-22,2107 W FLETCHER ST,142,CIP Water Main 2107 W FLETCHER ST,,,,,,,,,,,,,,,,left_only
124,Breaks & Leaks LSLR,PUBLIC,2842 N KILDARE AVE,Completed,,31.0,2025-12-22 00:00:00,Breaks Leaks,60641.0,,,2025.0,12/2025,12-22,2842 N KILDARE AVE,143,Breaks Leaks 2842 N KILDARE AVE,,,,,,,,,,,,,,,,left_only
125,Breaks & Leaks LSLR,PUBLIC,6651 S KILPATRICK AVE,Completed,,13.0,2025-12-22 00:00:00,Breaks Leaks,60629.0,,,2025.0,12/2025,12-22,6651 S KILPATRICK AVE,144,Breaks Leaks 6651 S KILPATRICK AVE,,,,,,,,,,,,,,,,left_only
126,CIP WM LSLR,CONSUMER,214 N KOLIN AVE,Completed,,28.0,2025-12-22 00:00:00,CIP Water Main,60624.0,,,2025.0,12/2025,12-22,214 N KOLIN AVE,145,CIP Water Main 214 N KOLIN AVE,,,,,,,,,,,,,,,,left_only
127,Breaks & Leaks LSLR,CONSUMER,2818 N MAPLEWOOD AVE,Completed,,35.0,2025-12-22 00:00:00,Breaks Leaks,60618.0,,,2025.0,12/2025,12-22,2818 N MAPLEWOOD AVE,146,Breaks Leaks 2818 N MAPLEWOOD AVE,,,,,,,,,,,,,,,,left_only
128,Breaks & Leaks LSLR,PUBLIC,6358 N NEWARK AVE,Completed,,41.0,2025-12-22 00:00:00,Breaks Leaks,60631.0,,,2025.0,12/2025,12-22,6358 N NEWARK AVE,147,Breaks Leaks 6358 N NEWARK AVE,,,,,,,,,,,,,,,,left_only
129,Breaks & Leaks LSLR,CONSUMER,7238 S MAPLEWOOD AVE,Completed,,18.0,2025-12-22 00:00:00,Breaks Leaks,60629.0,,,2025.0,12/2025,12-22,7238 S MAPLEWOOD AVE,148,Breaks Leaks 7238 S MAPLEWOOD AVE,,,,,,,,,,,,,,,,left_only
130,Breaks & Leaks LSLR,CONSUMER,6543 S BISHOP ST,Completed,,16.0,2025-12-22 00:00:00,Breaks Leaks,60636.0,,,2025.0,12/2025,12-22,6543 S BISHOP ST,149,Breaks Leaks 6543 S BISHOP ST,,,,,,,,,,,,,,,,left_only
131,Breaks & Leaks LSLR,PUBLIC,3806 S ARTESIAN AVE,Completed,,12.0,2025-12-22 00:00:00,Breaks Leaks,60632.0,,,2025.0,12/2025,12-22,3806 S ARTESIAN AVE,150,Breaks Leaks 3806 S ARTESIAN AVE,,,,,,,,,,,,,,,,left_only
132,CIP SM LSLR,CONSUMER,4628 W ADAMS ST,Completed,,28.0,2025-12-22 00:00:00,CIP Sewer Main,60644.0,,,2025.0,12/2025,12-22,4628 W ADAMS ST,151,CIP Sewer Main 4628 W ADAMS ST,,,,,,,,,,,,,,,,left_only
133,CIP WM LSLR,PUBLIC,1047 N ST LOUIS AVE,Completed,,36.0,2025-12-22 00:00:00,CIP Water Main,60651.0,,,2025.0,12/2025,12-22,1047 N ST LOUIS AVE,152,CIP Water Main 1047 N ST LOUIS AVE,,,,,,,,,,,,,,,,left_only
134,,CONSUMER,7448 58 N HARLEM AVE,Completed,,41.0,2025-12-22 00:00:00,Daycare Private,60631.0,,Daycares,2025.0,12/2025,12-22,7448 N HARLEM AVE,153,Daycare Private 7448 N HARLEM AVE,,,,,,,,,,,,,,,,left_only
135,Breaks & Leaks LSLR,PUBLIC,7238 S MAPLEWOOD AVE,Completed,,18.0,2025-12-22 00:00:00,Breaks Leaks,60629.0,,,2025.0,12/2025,12-22,7238 S MAPLEWOOD AVE,154,Breaks Leaks 7238 S MAPLEWOOD AVE,,,,,,,,,,,,,,,,left_only
136,CIP SM LSLR,PUBLIC,4628 W ADAMS ST,Completed,,28.0,2025-12-22 00:00:00,CIP Sewer Main,60644.0,,,2025.0,12/2025,12-22,4628 W ADAMS ST,155,CIP Sewer Main 4628 W ADAMS ST,,,,,,,,,,,,,,,,left_only
137,CIP WM LSLR,CONSUMER,8335 S PAULINA ST,Completed,,18.0,2025-12-22 00:00:00,CIP Water Main,60620.0,,,2025.0,12/2025,12-22,8335 S PAULINA ST,156,CIP Water Main 8335 S PAULINA ST,,,,,,,,,,,,,,,,left_only
138,Breaks & Leaks LSLR,CONSUMER,940 N RIDGEWAY AVE,Completed,,27.0,2025-12-22 00:00:00,Breaks Leaks,60651.0,,,2025.0,12/2025,12-22,940 N RIDGEWAY AVE,157,Breaks Leaks 940 N RIDGEWAY AVE,,,,,,,,,,,,,,,,left_only
139,Breaks & Leaks LSLR,PUBLIC,6325 S KOSTNER AVE,Completed,,13.0,2025-12-22 00:00:00,Breaks Leaks,60629.0,,,2025.0,12/2025,12-22,6325 S KOSTNER AVE,158,Breaks Leaks 6325 S KOSTNER AVE,,,,,,,,,,,,,,,,left_only
140,,CONSUMER,800 S KARLOV AVE,Completed,,24.0,2025-12-22 00:00:00,Daycare Private,60624.0,,Daycares,2025.0,12/2025,12-22,800 S KARLOV AVE,159,Daycare Private 800 S KARLOV AVE,,,,,,,,,,,,,,,,left_only
141,Breaks & Leaks LSLR,PUBLIC,940 N RIDGEWAY AVE,Completed,,27.0,2025-12-22 00:00:00,Breaks Leaks,60651.0,,,2025.0,12/2025,12-22,940 N RIDGEWAY AVE,160,Breaks Leaks 940 N RIDGEWAY AVE,,,,,,,,,,,,,,,,left_only
142,,CONSUMER,1819 W 99TH St,Completed,,19.0,2025-12-22 00:00:00,Daycare Private,60643.0,,Daycares,2025.0,12/2025,12-22,1819 W 99TH ST,161,Daycare Private 1819 W 99TH ST,,,,,,,,,,,,,,,,left_only
143,Breaks & Leaks LSLR,CONSUMER,6325 S KOSTNER AVE,Completed,,13.0,2025-12-22 00:00:00,Breaks Leaks,60629.0,,,2025.0,12/2025,12-22,6325 S KOSTNER AVE,163,Breaks Leaks 6325 S KOSTNER AVE,,,,,,,,,,,,,,,,left_only
144,CIP WM LSLR,CONSUMER,2520 W 38TH ST,Completed,,12.0,2025-12-22 00:00:00,CIP Water Main,60632.0,,,2025.0,12/2025,12-22,2520 W 38TH ST,164,CIP Water Main 2520 W 38TH ST,,,,,,,,,,,,,,,,left_only
145,CIP WM LSLR,PUBLIC,2520 W 38TH ST,Completed,,12.0,2025-12-22 00:00:00,CIP Water Main,60632.0,,,2025.0,12/2025,12-22,2520 W 38TH ST,165,CIP Water Main 2520 W 38TH ST,,,,,,,,,,,,,,,,left_only
146,Daycares,PUBLIC,1819 W 99TH St,Completed,,19.0,2025-12-22 00:00:00,Daycare Public,60643.0,,,2025.0,12/2025,12-22,1819 W 99TH ST,166,Daycare Public 1819 W 99TH ST,,,,,,,,,,,,,,,,left_only
147,Breaks & Leaks LSLR,PUBLIC,6543 S BISHOP ST,Completed,,16.0,2025-12-22 00:00:00,Breaks Leaks,60636.0,,,2025.0,12/2025,12-22,6543 S BISHOP ST,167,Breaks Leaks 6543 S BISHOP ST,,,,,,,,,,,,,,,,left_only
148,CIP WM LSLR,PUBLIC,814 N ST LOUIS AVE,Completed,,27.0,2025-12-22 00:00:00,CIP Water Main,60651.0,,,2025.0,12/2025,12-22,814 N ST LOUIS AVE,168,CIP Water Main 814 N ST LOUIS AVE,,,,,,,,,,,,,,,,left_only
149,CIP WM LSLR,CONSUMER,814 N ST LOUIS AVE,Completed,,27.0,2025-12-22 00:00:00,CIP Water Main,60651.0,,,2025.0,12/2025,12-22,814 N ST LOUIS AVE,169,CIP Water Main 814 N ST LOUIS AVE,,,,,,,,,,,,,,,,left_only
150,CIP WM LSLR,CONSUMER,1047 N ST LOUIS AVE,Completed,,36.0,2025-12-22 00:00:00,CIP Water Main,60651.0,,,2025.0,12/2025,12-22,1047 N ST LOUIS AVE,170,CIP Water Main 1047 N ST LOUIS AVE,,,,,,,,,,,,,,,,left_only
151,Breaks & Leaks LSLR,CONSUMER,5331 N BERNARD ST,Completed,,39.0,2025-12-22 00:00:00,Breaks Leaks,60625.0,,,2025.0,12/2025,12-22,5331 N BERNARD ST,171,Breaks Leaks 5331 N BERNARD ST,,,,,,,,,,,,,,,,left_only
152,Breaks & Leaks LSLR,CONSUMER,5449 W WALTON ST,Completed,,37.0,2025-12-22 00:00:00,Breaks Leaks,60651.0,,,2025.0,12/2025,12-22,5449 W WALTON ST,173,Breaks Leaks 5449 W WALTON ST,,,,,,,,,,,,,,,,left_only
153,Daycares,PUBLIC,800 S KARLOV AVE,Completed,,24.0,2025-12-22 00:00:00,Daycare Public,60624.0,,,2025.0,12/2025,12-22,800 S KARLOV AVE,174,Daycare Public 800 S KARLOV AVE,,,,,,,,,,,,,,,,left_only
154,Daycares,PUBLIC,7448 58 N HARLEM AVE,Completed,,41.0,2025-12-22 00:00:00,Daycare Public,60631.0,,,2025.0,12/2025,12-22,7448 N HARLEM AVE,175,Daycare Public 7448 N HARLEM AVE,,,,,,,,,,,,,,,,left_only
155,CIP WM LSLR,PUBLIC,1043 N ST LOUIS AVE,Completed,,36.0,2025-12-22 00:00:00,CIP Water Main,60651.0,,,2025.0,12/2025,12-22,1043 N ST LOUIS AVE,176,CIP Water Main 1043 N ST LOUIS AVE,,,,,,,,,,,,,,,,left_only
156,CIP WM LSLR,CONSUMER,1046 N ST LOUIS AVE,Completed,,36.0,2025-12-22 00:00:00,CIP Water Main,60651.0,,,2025.0,12/2025,12-22,1046 N ST LOUIS AVE,177,CIP Water Main 1046 N ST LOUIS AVE,,,,,,,,,,,,,,,,left_only
157,Breaks & Leaks LSLR,PUBLIC,5449 W WALTON ST,Completed,,37.0,2025-12-22 00:00:00,Breaks Leaks,60651.0,,,2025.0,12/2025,12-22,5449 W WALTON ST,178,Breaks Leaks 5449 W WALTON ST,,,,,,,,,,,,,,,,left_only
158,CIP WM LSLR,CONSUMER,1043 N ST LOUIS AVE,Completed,,36.0,2025-12-22 00:00:00,CIP Water Main,60651.0,,,2025.0,12/2025,12-22,1043 N ST LOUIS AVE,179,CIP Water Main 1043 N ST LOUIS AVE,,,,,,,,,,,,,,,,left_only
159,CIP WM LSLR,PUBLIC,1046 N ST LOUIS AVE,Completed,,36.0,2025-12-22 00:00:00,CIP Water Main,60651.0,,,2025.0,12/2025,12-22,1046 N ST LOUIS AVE,180,CIP Water Main 1046 N ST LOUIS AVE,,,,,,,,,,,,,,,,left_only
160,Breaks & Leaks LSLR,PUBLIC,5331 N BERNARD ST,Completed,,39.0,2025-12-22 00:00:00,Breaks Leaks,60625.0,,,2025.0,12/2025,12-22,5331 N BERNARD ST,182,Breaks Leaks 5331 N BERNARD ST,,,,,,,,,,,,,,,,left_only
161,Breaks & Leaks LSLR,CONSUMER,920 N MASSASOIT AVE,Completed,,29.0,2025-12-19 16:55:00,Breaks Leaks,60651.0,,,2025.0,12/2025,12-19,920 N MASSASOIT AVE,183,Breaks Leaks 920 N MASSASOIT AVE,,,,,,,,,,,,,,,,left_only
162,Breaks & Leaks LSLR,CONSUMER,1930 N RICHMOND ST,Completed,,26.0,2025-12-19 16:12:00,Breaks Leaks,60647.0,,,2025.0,12/2025,12-19,1930 N RICHMOND ST,184,Breaks Leaks 1930 N RICHMOND ST,,,,,,,,,,,,,,,,left_only
163,Block Level LSLR,CONSUMER,6011 S CAMPBELL AVE,Completed,,16.0,2025-12-19 12:13:00,Block Level LSLR,60629.0,,,2025.0,12/2025,12-19,6011 S CAMPBELL AVE,185,Block Level LSLR 6011 S CAMPBELL AVE,,,,,,,,,,,,,,,,left_only
164,Block Level LSLR,PUBLIC,6011 S CAMPBELL AVE,Completed,,16.0,2025-12-19 12:10:00,Block Level LSLR,60629.0,,,2025.0,12/2025,12-19,6011 S CAMPBELL AVE,186,Block Level LSLR 6011 S CAMPBELL AVE,,,,,,,,,,,,,,,,left_only
165,CIP WM LSLR,PUBLIC,834 N ST LOUIS AVE,Completed,,27.0,2025-12-19 00:00:00,CIP Water Main,60651.0,,,2025.0,12/2025,12-19,834 N ST LOUIS AVE,189,CIP Water Main 834 N ST LOUIS AVE,,,,,,,,,,,,,,,,left_only
166,Breaks & Leaks LSLR,CONSUMER,5030 W BYRON ST,Completed,,45.0,2025-12-19 00:00:00,Breaks Leaks,60641.0,,,2025.0,12/2025,12-19,5030 W BYRON ST,190,Breaks Leaks 5030 W BYRON ST,,,,,,,,,,,,,,,,left_only
167,Breaks & Leaks LSLR,PUBLIC,7232 W IBSEN ST,Completed,,41.0,2025-12-19 00:00:00,Breaks Leaks,60631.0,,,2025.0,12/2025,12-19,7232 W IBSEN ST,191,Breaks Leaks 7232 W IBSEN ST,,,,,,,,,,,,,,,,left_only
168,Breaks & Leaks LSLR,PUBLIC,164 N PINE AVE,Completed,,37.0,2025-12-19 00:00:00,Breaks Leaks,60644.0,,,2025.0,12/2025,12-19,164 N PINE AVE,192,Breaks Leaks 164 N PINE AVE,,,,,,,,,,,,,,,,left_only
169,,CONSUMER,2523 N PARKSIDE AVE,Completed,,30.0,2025-12-19 00:00:00,Daycare Private,60639.0,,Daycares,2025.0,12/2025,12-19,2523 N PARKSIDE AVE,193,Daycare Private 2523 N PARKSIDE AVE,,,,,,,,,,,,,,,,left_only
170,CIP WM LSLR,CONSUMER,835 N ST LOUIS AVE,Completed,,27.0,2025-12-19 00:00:00,CIP Water Main,60651.0,,,2025.0,12/2025,12-19,835 N ST LOUIS AVE,194,CIP Water Main 835 N ST LOUIS AVE,,,,,,,,,,,,,,,,left_only
171,CIP WM LSLR,PUBLIC,825 N ST LOUIS AVE,Completed,,27.0,2025-12-19 00:00:00,CIP Water Main,60651.0,,,2025.0,12/2025,12-19,825 N ST LOUIS AVE,195,CIP Water Main 825 N ST LOUIS AVE,,,,,,,,,,,,,,,,left_only
172,CIP WM LSLR,CONSUMER,825 N ST LOUIS AVE,Completed,,27.0,2025-12-19 00:00:00,CIP Water Main,60651.0,,,2025.0,12/2025,12-19,825 N ST LOUIS AVE,196,CIP Water Main 825 N ST LOUIS AVE,,,,,,,,,,,,,,,,left_only
173,CIP WM LSLR,PUBLIC,835 N ST LOUIS AVE,Completed,,27.0,2025-12-19 00:00:00,CIP Water Main,60651.0,,,2025.0,12/2025,12-19,835 N ST LOUIS AVE,197,CIP Water Main 835 N ST LOUIS AVE,,,,,,,,,,,,,,,,left_only
174,Breaks & Leaks LSLR,PUBLIC,5030 W BYRON ST,Completed,,45.0,2025-12-19 00:00:00,Breaks Leaks,60641.0,,,2025.0,12/2025,12-19,5030 W BYRON ST,198,Breaks Leaks 5030 W BYRON ST,,,,,,,,,,,,,,,,left_only
175,Daycares,PUBLIC,7837 S LOOMIS BLVD,Completed,,17.0,2025-12-19 00:00:00,Daycare Public,60620.0,,,2025.0,12/2025,12-19,7837 S LOOMIS BLVD,199,Daycare Public 7837 S LOOMIS BLVD,,,,,,,,,,,,,,,,left_only
176,,CONSUMER,7837 S LOOMIS BLVD,Completed,,17.0,2025-12-19 00:00:00,Daycare Private,60620.0,,Daycares,2025.0,12/2025,12-19,7837 S LOOMIS BLVD,200,Daycare Private 7837 S LOOMIS BLVD,,,,,,,,,,,,,,,,left_only
177,Breaks & Leaks LSLR,PUBLIC,1930 N RICHMOND ST,Completed,,26.0,2025-12-19 00:00:00,Breaks Leaks,60647.0,,,2025.0,12/2025,12-19,1930 N RICHMOND ST,201,Breaks Leaks 1930 N RICHMOND ST,,,,,,,,,,,,,,,,left_only
178,Daycares,PUBLIC,2523 N PARKSIDE AVE,Completed,,30.0,2025-12-19 00:00:00,Daycare Public,60639.0,,,2025.0,12/2025,12-19,2523 N PARKSIDE AVE,202,Daycare Public 2523 N PARKSIDE AVE,,,,,,,,,,,,,,,,left_only
179,Breaks & Leaks LSLR,PUBLIC,1706 W ARTHUR AVE,Completed,,40.0,2025-12-19 00:00:00,Breaks Leaks,60626.0,,,2025.0,12/2025,12-19,1706 W ARTHUR AVE,203,Breaks Leaks 1706 W ARTHUR AVE,,,,,,,,,,,,,,,,left_only
180,CIP WM LSLR,CONSUMER,834 N ST LOUIS AVE,Completed,,27.0,2025-12-19 00:00:00,CIP Water Main,60651.0,,,2025.0,12/2025,12-19,834 N ST LOUIS AVE,204,CIP Water Main 834 N ST LOUIS AVE,,,,,,,,,,,,,,,,left_only
181,Breaks & Leaks LSLR,CONSUMER,1706 W ARTHUR AVE,Completed,,40.0,2025-12-19 00:00:00,Breaks Leaks,60626.0,,,2025.0,12/2025,12-19,1706 W ARTHUR AVE,205,Breaks Leaks 1706 W ARTHUR AVE,,,,,,,,,,,,,,,,left_only
182,Breaks & Leaks LSLR,CONSUMER,164 N PINE AVE,Completed,,37.0,2025-12-19 00:00:00,Breaks Leaks,60644.0,,,2025.0,12/2025,12-19,164 N PINE AVE,207,Breaks Leaks 164 N PINE AVE,,,,,,,,,,,,,,,,left_only
183,CIP SM LSLR,PUBLIC,4604 W ADAMS ST,Completed,,28.0,2025-12-19 00:00:00,CIP Sewer Main,60644.0,,,2025.0,12/2025,12-19,4604 W ADAMS ST,208,CIP Sewer Main 4604 W ADAMS ST,,,,,,,,,,,,,,,,left_only
184,Breaks & Leaks LSLR,CONSUMER,10710 S WHIPPLE ST,Completed,,19.0,2025-12-19 00:00:00,Breaks Leaks,60655.0,,,2025.0,12/2025,12-19,10710 S WHIPPLE ST,209,Breaks Leaks 10710 S WHIPPLE ST,,,,,,,,,,,,,,,,left_only
185,Breaks & Leaks LSLR,PUBLIC,10710 S WHIPPLE ST,Completed,,19.0,2025-12-19 00:00:00,Breaks Leaks,60655.0,,,2025.0,12/2025,12-19,10710 S WHIPPLE ST,210,Breaks Leaks 10710 S WHIPPLE ST,,,,,,,,,,,,,,,,left_only
186,Breaks & Leaks LSLR,PUBLIC,7328 S CONSTANCE AVE,Completed,,7.0,2025-12-19 00:00:00,Breaks Leaks,60649.0,,,2025.0,12/2025,12-19,7328 S CONSTANCE AVE,211,Breaks Leaks 7328 S CONSTANCE AVE,,,,,,,,,,,,,,,,left_only
187,Breaks & Leaks LSLR,CONSUMER,10737 S WASHTENAW AVE,Completed,,19.0,2025-12-19 00:00:00,Breaks Leaks,60655.0,,,2025.0,12/2025,12-19,10737 S WASHTENAW AVE,212,Breaks Leaks 10737 S WASHTENAW AVE,,,,,,,,,,,,,,,,left_only
188,Breaks & Leaks LSLR,PUBLIC,10737 S WASHTENAW AVE,Completed,,19.0,2025-12-19 00:00:00,Breaks Leaks,60655.0,,,2025.0,12/2025,12-19,10737 S WASHTENAW AVE,213,Breaks Leaks 10737 S WASHTENAW AVE,,,,,,,,,,,,,,,,left_only
189,Block Level LSLR,PUBLIC,2500 10 W 60TH ST,Completed,,16.0,2025-12-19 00:00:00,Block Level LSLR,60629.0,,,2025.0,12/2025,12-19,2500 W 60TH ST,214,Block Level LSLR 2500 W 60TH ST,,,,,,,,,,,,,,,,left_only
190,Equity LSLR,BOTH AS REQUIRED,9706 S YALE AVE,Completed,,9.0,2025-12-19 00:00:00,Equity,60628.0,,,2025.0,12/2025,12-19,9706 S YALE AVE,215,Equity 9706 S YALE AVE,,,,,,,,,,,,,,,,left_only
191,Homeowner Initiated LSLR,BOTH AS REQUIRED,6004 N Neva,Completed,,41.0,2025-12-19 00:00:00,Homeowner Initiated,60631.0,,,2025.0,12/2025,12-19,6004 N NEVA,216,Homeowner Initiated 6004 N NEVA,,,,,,,,,,,,,,,,left_only
192,Breaks & Leaks LSLR,CONSUMER,10654 S TORRENCE AVE,Completed,,10.0,2025-12-19 00:00:00,Breaks Leaks,60617.0,,,2025.0,12/2025,12-19,10654 S TORRENCE AVE,217,Breaks Leaks 10654 S TORRENCE AVE,,,,,,,,,,,,,,,,left_only
193,Breaks & Leaks LSLR,CONSUMER,7232 W IBSEN ST,Completed,,41.0,2025-12-19 00:00:00,Breaks Leaks,60631.0,,,2025.0,12/2025,12-19,7232 W IBSEN ST,218,Breaks Leaks 7232 W IBSEN ST,,,,,,,,,,,,,,,,left_only
