,program,Public or Consumer,Work Address,Status,ZIP,Ward,Date Completed,completed_year,completed_month_year,completed_day,clean_address,id,program_clean_address,full_address
190,Block Level LSLR,PUBLIC,4739 S LAMON AVE,Completed,60638,22,2025-09-29 00:00:00,2025.0,09/2025,09-29,4739 S LAMON AVE,414,Block Level LSLR 4739 S LAMON AVE,"4739 S LAMON AVE, CHICAGO, IL 60638"
174,Block Level LSLR,PUBLIC,4715 S LAMON AVE,Completed,60638,22,2025-09-29 00:00:00,2025.0,09/2025,09-29,4715 S LAMON AVE,415,Block Level LSLR 4715 S LAMON AVE,"4715 S LAMON AVE, CHICAGO, IL 60638"
173,Block Level LSLR,CONSUMER,4715 S LAMON AVE,Completed,60638,22,2025-09-29 00:00:00,2025.0,09/2025,09-29,4715 S LAMON AVE,416,Block Level LSLR 4715 S LAMON AVE,"4715 S LAMON AVE, CHICAGO, IL 60638"
155,Block Level LSLR,PUBLIC,4621 S LAMON AVE,Completed,60638,22,2025-09-29 00:00:00,2025.0,09/2025,09-29,4621 S LAMON AVE,417,Block Level LSLR 4621 S LAMON AVE,"4621 S LAMON AVE, CHICAGO, IL 60638"
198,Block Level LSLR,PUBLIC,4751 S LAMON AVE,Completed,60638,22,2025-09-26 00:00:00,2025.0,09/2025,09-26,4751 S LAMON AVE,418,Block Level LSLR 4751 S LAMON AVE,"4751 S LAMON AVE, CHICAGO, IL 60638"
197,Block Level LSLR,CONSUMER,4751 S LAMON AVE,Completed,60638,22,2025-09-26 00:00:00,2025.0,09/2025,09-26,4751 S LAMON AVE,419,Block Level LSLR 4751 S LAMON AVE,"4751 S LAMON AVE, CHICAGO, IL 60638"
188,Block Level LSLR,PUBLIC,4735 S LAMON AVE,Completed,60638,22,2025-09-26 00:00:00,2025.0,09/2025,09-26,4735 S LAMON AVE,420,Block Level LSLR 4735 S LAMON AVE,"4735 S LAMON AVE, CHICAGO, IL 60638"
181,Block Level LSLR,CONSUMER,4727 S LAMON AVE,Completed,60638,22,2025-09-26 00:00:00,2025.0,09/2025,09-26,4727 S LAMON AVE,421,Block Level LSLR 4727 S LAMON AVE,"4727 S LAMON AVE, CHICAGO, IL 60638"
182,Block Level LSLR,PUBLIC,4727 S LAMON AVE,Completed,60638,22,2025-09-26 00:00:00,2025.0,09/2025,09-26,4727 S LAMON AVE,422,Block Level LSLR 4727 S LAMON AVE,"4727 S LAMON AVE, CHICAGO, IL 60638"
187,Block Level LSLR,CONSUMER,4735 S LAMON AVE,Completed,60638,22,2025-09-26 00:00:00,2025.0,09/2025,09-26,4735 S LAMON AVE,423,Block Level LSLR 4735 S LAMON AVE,"4735 S LAMON AVE, CHICAGO, IL 60638"
212,Block Level LSLR,CONSUMER,4813 S LAMON AVE,Completed,60638,22,2025-09-25 13:55:00,2025.0,09/2025,09-25,4813 S LAMON AVE,424,Block Level LSLR 4813 S LAMON AVE,"4813 S LAMON AVE, CHICAGO, IL 60638"
342,Block Level LSLR,PUBLIC,5618 S OAKLEY AVE,Completed,60636,15,2025-09-25 13:52:00,2025.0,09/2025,09-25,5618 S OAKLEY AVE,426,Block Level LSLR 5618 S OAKLEY AVE,"5618 S OAKLEY AVE, CHICAGO, IL 60636"
329,Block Level LSLR,CONSUMER,5602 S OAKLEY AVE,Completed,60636,15,2025-09-25 11:40:16,2025.0,09/2025,09-25,5602 S OAKLEY AVE,427,Block Level LSLR 5602 S OAKLEY AVE,"5602 S OAKLEY AVE, CHICAGO, IL 60636"
316,Block Level LSLR,PUBLIC,5519 S OAKLEY AVE,Completed,60636,15,2025-09-25 11:40:00,2025.0,09/2025,09-25,5519 S OAKLEY AVE,428,Block Level LSLR 5519 S OAKLEY AVE,"5519 S OAKLEY AVE, CHICAGO, IL 60636"
314,Block Level LSLR,PUBLIC,5518 S OAKLEY AVE,Completed,60636,15,2025-09-25 11:40:00,2025.0,09/2025,09-25,5518 S OAKLEY AVE,429,Block Level LSLR 5518 S OAKLEY AVE,"5518 S OAKLEY AVE, CHICAGO, IL 60636"
312,Block Level LSLR,PUBLIC,5516 S OAKLEY AVE,Completed,60636,15,2025-09-25 11:40:00,2025.0,09/2025,09-25,5516 S OAKLEY AVE,430,Block Level LSLR 5516 S OAKLEY AVE,"5516 S OAKLEY AVE, CHICAGO, IL 60636"
318,Block Level LSLR,PUBLIC,5521 S OAKLEY AVE,Completed,60636,15,2025-09-25 11:40:00,2025.0,09/2025,09-25,5521 S OAKLEY AVE,431,Block Level LSLR 5521 S OAKLEY AVE,"5521 S OAKLEY AVE, CHICAGO, IL 60636"
320,Block Level LSLR,PUBLIC,5522 S OAKLEY AVE,Completed,60636,15,2025-09-25 11:40:00,2025.0,09/2025,09-25,5522 S OAKLEY AVE,432,Block Level LSLR 5522 S OAKLEY AVE,"5522 S OAKLEY AVE, CHICAGO, IL 60636"
310,Block Level LSLR,PUBLIC,5515 S OAKLEY AVE,Completed,60636,15,2025-09-25 11:40:00,2025.0,09/2025,09-25,5515 S OAKLEY AVE,433,Block Level LSLR 5515 S OAKLEY AVE,"5515 S OAKLEY AVE, CHICAGO, IL 60636"
308,Block Level LSLR,PUBLIC,5514 S OAKLEY AVE,Completed,60636,15,2025-09-25 11:40:00,2025.0,09/2025,09-25,5514 S OAKLEY AVE,434,Block Level LSLR 5514 S OAKLEY AVE,"5514 S OAKLEY AVE, CHICAGO, IL 60636"
322,Block Level LSLR,PUBLIC,5523 S OAKLEY AVE,Completed,60636,15,2025-09-25 11:40:00,2025.0,09/2025,09-25,5523 S OAKLEY AVE,435,Block Level LSLR 5523 S OAKLEY AVE,"5523 S OAKLEY AVE, CHICAGO, IL 60636"
324,Block Level LSLR,PUBLIC,5526 S OAKLEY AVE,Completed,60636,15,2025-09-25 11:40:00,2025.0,09/2025,09-25,5526 S OAKLEY AVE,436,Block Level LSLR 5526 S OAKLEY AVE,"5526 S OAKLEY AVE, CHICAGO, IL 60636"
326,Block Level LSLR,PUBLIC,5527 S OAKLEY AVE,Completed,60636,15,2025-09-25 11:40:00,2025.0,09/2025,09-25,5527 S OAKLEY AVE,437,Block Level LSLR 5527 S OAKLEY AVE,"5527 S OAKLEY AVE, CHICAGO, IL 60636"
328,Block Level LSLR,PUBLIC,5532 S OAKLEY AVE,Completed,60636,15,2025-09-25 11:40:00,2025.0,09/2025,09-25,5532 S OAKLEY AVE,438,Block Level LSLR 5532 S OAKLEY AVE,"5532 S OAKLEY AVE, CHICAGO, IL 60636"
340,Block Level LSLR,PUBLIC,5616 S OAKLEY AVE,Completed,60636,15,2025-09-25 11:40:00,2025.0,09/2025,09-25,5616 S OAKLEY AVE,439,Block Level LSLR 5616 S OAKLEY AVE,"5616 S OAKLEY AVE, CHICAGO, IL 60636"
330,Block Level LSLR,PUBLIC,5602 S OAKLEY AVE,Completed,60636,15,2025-09-25 11:40:00,2025.0,09/2025,09-25,5602 S OAKLEY AVE,440,Block Level LSLR 5602 S OAKLEY AVE,"5602 S OAKLEY AVE, CHICAGO, IL 60636"
368,Block Level LSLR,PUBLIC,5840 S OAKLEY AVE,Completed,60636,16,2025-09-25 11:40:00,2025.0,09/2025,09-25,5840 S OAKLEY AVE,441,Block Level LSLR 5840 S OAKLEY AVE,"5840 S OAKLEY AVE, CHICAGO, IL 60636"
344,Block Level LSLR,PUBLIC,5619 S OAKLEY AVE,Completed,60636,15,2025-09-25 11:40:00,2025.0,09/2025,09-25,5619 S OAKLEY AVE,442,Block Level LSLR 5619 S OAKLEY AVE,"5619 S OAKLEY AVE, CHICAGO, IL 60636"
338,Block Level LSLR,PUBLIC,5615 17 S OAKLEY AVE,Completed,60636,15,2025-09-25 11:40:00,2025.0,09/2025,09-25,5615 S OAKLEY AVE,443,Block Level LSLR 5615 S OAKLEY AVE,"5615 S OAKLEY AVE, CHICAGO, IL 60636"
336,Block Level LSLR,PUBLIC,5611 S OAKLEY AVE,Completed,60636,15,2025-09-25 11:40:00,2025.0,09/2025,09-25,5611 S OAKLEY AVE,444,Block Level LSLR 5611 S OAKLEY AVE,"5611 S OAKLEY AVE, CHICAGO, IL 60636"
348,Block Level LSLR,PUBLIC,5622 S OAKLEY AVE,Completed,60636,15,2025-09-25 11:40:00,2025.0,09/2025,09-25,5622 S OAKLEY AVE,445,Block Level LSLR 5622 S OAKLEY AVE,"5622 S OAKLEY AVE, CHICAGO, IL 60636"
350,Block Level LSLR,PUBLIC,5623 S OAKLEY AVE,Completed,60636,15,2025-09-25 11:40:00,2025.0,09/2025,09-25,5623 S OAKLEY AVE,446,Block Level LSLR 5623 S OAKLEY AVE,"5623 S OAKLEY AVE, CHICAGO, IL 60636"
352,Block Level LSLR,PUBLIC,5624 S OAKLEY AVE,Completed,60636,15,2025-09-25 11:40:00,2025.0,09/2025,09-25,5624 S OAKLEY AVE,447,Block Level LSLR 5624 S OAKLEY AVE,"5624 S OAKLEY AVE, CHICAGO, IL 60636"
354,Block Level LSLR,PUBLIC,5627 S OAKLEY AVE,Completed,60636,15,2025-09-25 11:40:00,2025.0,09/2025,09-25,5627 S OAKLEY AVE,448,Block Level LSLR 5627 S OAKLEY AVE,"5627 S OAKLEY AVE, CHICAGO, IL 60636"
4,Block Level LSLR,PUBLIC,2300 W 59TH ST,Completed,60636,16,2025-09-25 11:40:00,2025.0,09/2025,09-25,2300 W 59TH ST,449,Block Level LSLR 2300 W 59TH ST,"2300 W 59TH ST, CHICAGO, IL 60636"
358,Block Level LSLR,PUBLIC,5630 S OAKLEY AVE,Completed,60636,15,2025-09-25 11:40:00,2025.0,09/2025,09-25,5630 S OAKLEY AVE,450,Block Level LSLR 5630 S OAKLEY AVE,"5630 S OAKLEY AVE, CHICAGO, IL 60636"
360,Block Level LSLR,PUBLIC,5631 S OAKLEY AVE,Completed,60636,15,2025-09-25 11:40:00,2025.0,09/2025,09-25,5631 S OAKLEY AVE,451,Block Level LSLR 5631 S OAKLEY AVE,"5631 S OAKLEY AVE, CHICAGO, IL 60636"
334,Block Level LSLR,PUBLIC,5606 S OAKLEY AVE,Completed,60636,15,2025-09-25 11:40:00,2025.0,09/2025,09-25,5606 S OAKLEY AVE,452,Block Level LSLR 5606 S OAKLEY AVE,"5606 S OAKLEY AVE, CHICAGO, IL 60636"
332,Block Level LSLR,PUBLIC,5603 S OAKLEY AVE,Completed,60636,15,2025-09-25 11:40:00,2025.0,09/2025,09-25,5603 S OAKLEY AVE,453,Block Level LSLR 5603 S OAKLEY AVE,"5603 S OAKLEY AVE, CHICAGO, IL 60636"
362,Block Level LSLR,PUBLIC,5807 31 S OAKLEY AVE,Completed,60636,15,2025-09-25 11:40:00,2025.0,09/2025,09-25,5807 S OAKLEY AVE,454,Block Level LSLR 5807 S OAKLEY AVE,"5807 S OAKLEY AVE, CHICAGO, IL 60636"
364,Block Level LSLR,PUBLIC,5828 30 S OAKLEY AVE,Completed,60636,16,2025-09-25 11:40:00,2025.0,09/2025,09-25,5828 S OAKLEY AVE,455,Block Level LSLR 5828 S OAKLEY AVE,"5828 S OAKLEY AVE, CHICAGO, IL 60636"
366,Block Level LSLR,PUBLIC,5835 43 S OAKLEY AVE,Completed,60636,15,2025-09-25 11:40:00,2025.0,09/2025,09-25,5835 S OAKLEY AVE,456,Block Level LSLR 5835 S OAKLEY AVE,"5835 S OAKLEY AVE, CHICAGO, IL 60636"
346,Block Level LSLR,PUBLIC,5620 S OAKLEY AVE,Completed,60636,15,2025-09-25 11:40:00,2025.0,09/2025,09-25,5620 S OAKLEY AVE,457,Block Level LSLR 5620 S OAKLEY AVE,"5620 S OAKLEY AVE, CHICAGO, IL 60636"
356,Block Level LSLR,PUBLIC,5628 S OAKLEY AVE,Completed,60636,15,2025-09-25 11:40:00,2025.0,09/2025,09-25,5628 S OAKLEY AVE,458,Block Level LSLR 5628 S OAKLEY AVE,"5628 S OAKLEY AVE, CHICAGO, IL 60636"
101,Block Level LSLR,CONSUMER,3057 N NARRAGANSETT AVE,Completed,60634,30,2025-09-25 11:27:08,2025.0,09/2025,09-25,3057 N NARRAGANSETT AVE,459,Block Level LSLR 3057 N NARRAGANSETT AVE,"3057 N NARRAGANSETT AVE, CHICAGO, IL 60634"
102,Block Level LSLR,PUBLIC,3057 N NARRAGANSETT AVE,Completed,60634,30,2025-09-25 11:27:08,2025.0,09/2025,09-25,3057 N NARRAGANSETT AVE,460,Block Level LSLR 3057 N NARRAGANSETT AVE,"3057 N NARRAGANSETT AVE, CHICAGO, IL 60634"
176,Block Level LSLR,PUBLIC,4719 S LAMON AVE,Completed,60638,22,2025-09-25 00:00:00,2025.0,09/2025,09-25,4719 S LAMON AVE,461,Block Level LSLR 4719 S LAMON AVE,"4719 S LAMON AVE, CHICAGO, IL 60638"
175,Block Level LSLR,CONSUMER,4719 S LAMON AVE,Completed,60638,22,2025-09-25 00:00:00,2025.0,09/2025,09-25,4719 S LAMON AVE,462,Block Level LSLR 4719 S LAMON AVE,"4719 S LAMON AVE, CHICAGO, IL 60638"
185,Block Level LSLR,CONSUMER,4733 S LAMON AVE,Completed,60638,22,2025-09-25 00:00:00,2025.0,09/2025,09-25,4733 S LAMON AVE,463,Block Level LSLR 4733 S LAMON AVE,"4733 S LAMON AVE, CHICAGO, IL 60638"
211,Block Level LSLR,PUBLIC,4813 S LAMON AVE,Completed,60638,22,2025-09-25 00:00:00,2025.0,09/2025,09-25,4813 S LAMON AVE,464,Block Level LSLR 4813 S LAMON AVE,"4813 S LAMON AVE, CHICAGO, IL 60638"
186,Block Level LSLR,PUBLIC,4733 S LAMON AVE,Completed,60638,22,2025-09-25 00:00:00,2025.0,09/2025,09-25,4733 S LAMON AVE,465,Block Level LSLR 4733 S LAMON AVE,"4733 S LAMON AVE, CHICAGO, IL 60638"
202,Block Level LSLR,CONSUMER,4759 S LAMON AVE,Completed,60638,22,2025-09-24 12:08:00,2025.0,09/2025,09-24,4759 S LAMON AVE,466,Block Level LSLR 4759 S LAMON AVE,"4759 S LAMON AVE, CHICAGO, IL 60638"
191,Block Level LSLR,CONSUMER,4741 S LAMON AVE,Completed,60638,22,2025-09-24 00:00:00,2025.0,09/2025,09-24,4741 S LAMON AVE,467,Block Level LSLR 4741 S LAMON AVE,"4741 S LAMON AVE, CHICAGO, IL 60638"
201,Block Level LSLR,PUBLIC,4759 S LAMON AVE,Completed,60638,22,2025-09-24 00:00:00,2025.0,09/2025,09-24,4759 S LAMON AVE,468,Block Level LSLR 4759 S LAMON AVE,"4759 S LAMON AVE, CHICAGO, IL 60638"
194,Block Level LSLR,PUBLIC,4745 S LAMON AVE,Completed,60638,22,2025-09-24 00:00:00,2025.0,09/2025,09-24,4745 S LAMON AVE,469,Block Level LSLR 4745 S LAMON AVE,"4745 S LAMON AVE, CHICAGO, IL 60638"
193,Block Level LSLR,CONSUMER,4745 S LAMON AVE,Completed,60638,22,2025-09-24 00:00:00,2025.0,09/2025,09-24,4745 S LAMON AVE,470,Block Level LSLR 4745 S LAMON AVE,"4745 S LAMON AVE, CHICAGO, IL 60638"
192,Block Level LSLR,PUBLIC,4741 S LAMON AVE,Completed,60638,22,2025-09-24 00:00:00,2025.0,09/2025,09-24,4741 S LAMON AVE,471,Block Level LSLR 4741 S LAMON AVE,"4741 S LAMON AVE, CHICAGO, IL 60638"
210,Block Level LSLR,CONSUMER,4811 S LAMON AVE,Completed,60638,22,2025-09-23 13:53:00,2025.0,09/2025,09-23,4811 S LAMON AVE,472,Block Level LSLR 4811 S LAMON AVE,"4811 S LAMON AVE, CHICAGO, IL 60638"
179,Block Level LSLR,CONSUMER,4725 S LAMON AVE,Completed,60638,22,2025-09-23 00:00:00,2025.0,09/2025,09-23,4725 S LAMON AVE,473,Block Level LSLR 4725 S LAMON AVE,"4725 S LAMON AVE, CHICAGO, IL 60638"
180,Block Level LSLR,PUBLIC,4725 S LAMON AVE,Completed,60638,22,2025-09-23 00:00:00,2025.0,09/2025,09-23,4725 S LAMON AVE,474,Block Level LSLR 4725 S LAMON AVE,"4725 S LAMON AVE, CHICAGO, IL 60638"
177,Block Level LSLR,CONSUMER,4721 S LAMON AVE,Completed,60638,22,2025-09-23 00:00:00,2025.0,09/2025,09-23,4721 S LAMON AVE,475,Block Level LSLR 4721 S LAMON AVE,"4721 S LAMON AVE, CHICAGO, IL 60638"
209,Block Level LSLR,PUBLIC,4811 S LAMON AVE,Completed,60638,22,2025-09-23 00:00:00,2025.0,09/2025,09-23,4811 S LAMON AVE,476,Block Level LSLR 4811 S LAMON AVE,"4811 S LAMON AVE, CHICAGO, IL 60638"
178,Block Level LSLR,PUBLIC,4721 S LAMON AVE,Completed,60638,22,2025-09-23 00:00:00,2025.0,09/2025,09-23,4721 S LAMON AVE,477,Block Level LSLR 4721 S LAMON AVE,"4721 S LAMON AVE, CHICAGO, IL 60638"
170,Block Level LSLR,CONSUMER,4641 S LAMON AVE,Completed,60638,22,2025-09-22 14:31:00,2025.0,09/2025,09-22,4641 S LAMON AVE,478,Block Level LSLR 4641 S LAMON AVE,"4641 S LAMON AVE, CHICAGO, IL 60638"
508,Block Level LSLR,PUBLIC,6216 W BARRY AVE,Completed,60634,30,2025-09-22 14:28:00,2025.0,09/2025,09-22,6216 W BARRY AVE,479,Block Level LSLR 6216 W BARRY AVE,"6216 W BARRY AVE, CHICAGO, IL 60634"
532,Block Level LSLR,PUBLIC,6248 W BARRY AVE,Completed,60634,30,2025-09-22 14:07:00,2025.0,09/2025,09-22,6248 W BARRY AVE,480,Block Level LSLR 6248 W BARRY AVE,"6248 W BARRY AVE, CHICAGO, IL 60634"
518,Block Level LSLR,PUBLIC,6228 W BARRY AVE,Completed,60634,30,2025-09-22 11:43:00,2025.0,09/2025,09-22,6228 W BARRY AVE,481,Block Level LSLR 6228 W BARRY AVE,"6228 W BARRY AVE, CHICAGO, IL 60634"
516,Block Level LSLR,PUBLIC,6226 W BARRY AVE,Completed,60634,30,2025-09-22 10:38:00,2025.0,09/2025,09-22,6226 W BARRY AVE,482,Block Level LSLR 6226 W BARRY AVE,"6226 W BARRY AVE, CHICAGO, IL 60634"
512,Block Level LSLR,PUBLIC,6220 W BARRY AVE,Completed,60634,30,2025-09-22 10:19:00,2025.0,09/2025,09-22,6220 W BARRY AVE,483,Block Level LSLR 6220 W BARRY AVE,"6220 W BARRY AVE, CHICAGO, IL 60634"
169,Block Level LSLR,PUBLIC,4641 S LAMON AVE,Completed,60638,22,2025-09-22 00:00:00,2025.0,09/2025,09-22,4641 S LAMON AVE,484,Block Level LSLR 4641 S LAMON AVE,"4641 S LAMON AVE, CHICAGO, IL 60638"
150,Block Level LSLR,PUBLIC,4609 S LAMON AVE,Completed,60638,22,2025-09-22 00:00:00,2025.0,09/2025,09-22,4609 S LAMON AVE,485,Block Level LSLR 4609 S LAMON AVE,"4609 S LAMON AVE, CHICAGO, IL 60638"
160,Block Level LSLR,PUBLIC,4627 S LAMON AVE,Completed,60638,22,2025-09-22 00:00:00,2025.0,09/2025,09-22,4627 S LAMON AVE,486,Block Level LSLR 4627 S LAMON AVE,"4627 S LAMON AVE, CHICAGO, IL 60638"
149,Block Level LSLR,CONSUMER,4609 S LAMON AVE,Completed,60638,22,2025-09-22 00:00:00,2025.0,09/2025,09-22,4609 S LAMON AVE,487,Block Level LSLR 4609 S LAMON AVE,"4609 S LAMON AVE, CHICAGO, IL 60638"
531,Block Level LSLR,CONSUMER,6248 W BARRY AVE,Completed,60634,30,2025-09-22 00:00:00,2025.0,09/2025,09-22,6248 W BARRY AVE,488,Block Level LSLR 6248 W BARRY AVE,"6248 W BARRY AVE, CHICAGO, IL 60634"
517,Block Level LSLR,CONSUMER,6228 W BARRY AVE,Completed,60634,30,2025-09-22 00:00:00,2025.0,09/2025,09-22,6228 W BARRY AVE,489,Block Level LSLR 6228 W BARRY AVE,"6228 W BARRY AVE, CHICAGO, IL 60634"
515,Block Level LSLR,CONSUMER,6226 W BARRY AVE,Completed,60634,30,2025-09-22 00:00:00,2025.0,09/2025,09-22,6226 W BARRY AVE,490,Block Level LSLR 6226 W BARRY AVE,"6226 W BARRY AVE, CHICAGO, IL 60634"
511,Block Level LSLR,CONSUMER,6220 W BARRY AVE,Completed,60634,30,2025-09-22 00:00:00,2025.0,09/2025,09-22,6220 W BARRY AVE,491,Block Level LSLR 6220 W BARRY AVE,"6220 W BARRY AVE, CHICAGO, IL 60634"
159,Block Level LSLR,CONSUMER,4627 S LAMON AVE,Completed,60638,22,2025-09-22 00:00:00,2025.0,09/2025,09-22,4627 S LAMON AVE,492,Block Level LSLR 4627 S LAMON AVE,"4627 S LAMON AVE, CHICAGO, IL 60638"
507,Block Level LSLR,CONSUMER,6216 W BARRY AVE,Completed,60634,30,2025-09-22 00:00:00,2025.0,09/2025,09-22,6216 W BARRY AVE,493,Block Level LSLR 6216 W BARRY AVE,"6216 W BARRY AVE, CHICAGO, IL 60634"
168,Block Level LSLR,CONSUMER,4639 S LAMON AVE,Completed,60638,22,2025-09-19 14:29:00,2025.0,09/2025,09-19,4639 S LAMON AVE,494,Block Level LSLR 4639 S LAMON AVE,"4639 S LAMON AVE, CHICAGO, IL 60638"
138,Block Level LSLR,CONSUMER,4549 S LAMON AVE,Completed,60638,22,2025-09-19 14:08:00,2025.0,09/2025,09-19,4549 S LAMON AVE,495,Block Level LSLR 4549 S LAMON AVE,"4549 S LAMON AVE, CHICAGO, IL 60638"
164,Block Level LSLR,CONSUMER,4633 S LAMON AVE,Completed,60638,22,2025-09-19 12:14:00,2025.0,09/2025,09-19,4633 S LAMON AVE,496,Block Level LSLR 4633 S LAMON AVE,"4633 S LAMON AVE, CHICAGO, IL 60638"
137,Block Level LSLR,PUBLIC,4549 S LAMON AVE,Completed,60638,22,2025-09-19 00:00:00,2025.0,09/2025,09-19,4549 S LAMON AVE,497,Block Level LSLR 4549 S LAMON AVE,"4549 S LAMON AVE, CHICAGO, IL 60638"
167,Block Level LSLR,PUBLIC,4639 S LAMON AVE,Completed,60638,22,2025-09-19 00:00:00,2025.0,09/2025,09-19,4639 S LAMON AVE,498,Block Level LSLR 4639 S LAMON AVE,"4639 S LAMON AVE, CHICAGO, IL 60638"
163,Block Level LSLR,PUBLIC,4633 S LAMON AVE,Completed,60638,22,2025-09-19 00:00:00,2025.0,09/2025,09-19,4633 S LAMON AVE,499,Block Level LSLR 4633 S LAMON AVE,"4633 S LAMON AVE, CHICAGO, IL 60638"
158,Block Level LSLR,CONSUMER,4623 S LAMON AVE,Completed,60638,22,2025-09-18 11:14:00,2025.0,09/2025,09-18,4623 S LAMON AVE,500,Block Level LSLR 4623 S LAMON AVE,"4623 S LAMON AVE, CHICAGO, IL 60638"
157,Block Level LSLR,PUBLIC,4623 S LAMON AVE,Completed,60638,22,2025-09-18 00:00:00,2025.0,09/2025,09-18,4623 S LAMON AVE,501,Block Level LSLR 4623 S LAMON AVE,"4623 S LAMON AVE, CHICAGO, IL 60638"
166,Block Level LSLR,PUBLIC,4635 S LAMON AVE,Completed,60638,22,2025-09-18 00:00:00,2025.0,09/2025,09-18,4635 S LAMON AVE,502,Block Level LSLR 4635 S LAMON AVE,"4635 S LAMON AVE, CHICAGO, IL 60638"
143,Block Level LSLR,CONSUMER,4559 S LAMON AVE,Completed,60638,22,2025-09-18 00:00:00,2025.0,09/2025,09-18,4559 S LAMON AVE,503,Block Level LSLR 4559 S LAMON AVE,"4559 S LAMON AVE, CHICAGO, IL 60638"
144,Block Level LSLR,PUBLIC,4559 S LAMON AVE,Completed,60638,22,2025-09-18 00:00:00,2025.0,09/2025,09-18,4559 S LAMON AVE,504,Block Level LSLR 4559 S LAMON AVE,"4559 S LAMON AVE, CHICAGO, IL 60638"
172,Block Level LSLR,CONSUMER,4645 S LAMON AVE,Completed,60638,22,2025-09-17 14:33:00,2025.0,09/2025,09-17,4645 S LAMON AVE,505,Block Level LSLR 4645 S LAMON AVE,"4645 S LAMON AVE, CHICAGO, IL 60638"
162,Block Level LSLR,PUBLIC,4631 S LAMON AVE,Completed,60638,22,2025-09-17 00:00:00,2025.0,09/2025,09-17,4631 S LAMON AVE,506,Block Level LSLR 4631 S LAMON AVE,"4631 S LAMON AVE, CHICAGO, IL 60638"
139,Block Level LSLR,CONSUMER,4553 S LAMON AVE,Completed,60638,22,2025-09-17 00:00:00,2025.0,09/2025,09-17,4553 S LAMON AVE,507,Block Level LSLR 4553 S LAMON AVE,"4553 S LAMON AVE, CHICAGO, IL 60638"
140,Block Level LSLR,PUBLIC,4553 S LAMON AVE,Completed,60638,22,2025-09-17 00:00:00,2025.0,09/2025,09-17,4553 S LAMON AVE,508,Block Level LSLR 4553 S LAMON AVE,"4553 S LAMON AVE, CHICAGO, IL 60638"
171,Block Level LSLR,PUBLIC,4645 S LAMON AVE,Completed,60638,22,2025-09-17 00:00:00,2025.0,09/2025,09-17,4645 S LAMON AVE,509,Block Level LSLR 4645 S LAMON AVE,"4645 S LAMON AVE, CHICAGO, IL 60638"
161,Block Level LSLR,CONSUMER,4631 S LAMON AVE,Completed,60638,22,2025-09-17 00:00:00,2025.0,09/2025,09-17,4631 S LAMON AVE,510,Block Level LSLR 4631 S LAMON AVE,"4631 S LAMON AVE, CHICAGO, IL 60638"
106,Block Level LSLR,PUBLIC,4501 S LAMON AVE,Completed,60638,22,2025-09-16 00:00:00,2025.0,09/2025,09-16,4501 S LAMON AVE,511,Block Level LSLR 4501 S LAMON AVE,"4501 S LAMON AVE, CHICAGO, IL 60638"
151,Block Level LSLR,CONSUMER,4611 S LAMON AVE,Completed,60638,22,2025-09-16 00:00:00,2025.0,09/2025,09-16,4611 S LAMON AVE,512,Block Level LSLR 4611 S LAMON AVE,"4611 S LAMON AVE, CHICAGO, IL 60638"
105,Block Level LSLR,CONSUMER,4501 S LAMON AVE,Completed,60638,22,2025-09-16 00:00:00,2025.0,09/2025,09-16,4501 S LAMON AVE,513,Block Level LSLR 4501 S LAMON AVE,"4501 S LAMON AVE, CHICAGO, IL 60638"
152,Block Level LSLR,PUBLIC,4611 S LAMON AVE,Completed,60638,22,2025-09-16 00:00:00,2025.0,09/2025,09-16,4611 S LAMON AVE,514,Block Level LSLR 4611 S LAMON AVE,"4611 S LAMON AVE, CHICAGO, IL 60638"
153,Block Level LSLR,CONSUMER,4615 S LAMON AVE,Completed,60638,22,2025-09-16 00:00:00,2025.0,09/2025,09-16,4615 S LAMON AVE,515,Block Level LSLR 4615 S LAMON AVE,"4615 S LAMON AVE, CHICAGO, IL 60638"
154,Block Level LSLR,PUBLIC,4615 S LAMON AVE,Completed,60638,22,2025-09-16 00:00:00,2025.0,09/2025,09-16,4615 S LAMON AVE,516,Block Level LSLR 4615 S LAMON AVE,"4615 S LAMON AVE, CHICAGO, IL 60638"
146,Block Level LSLR,CONSUMER,4601 S LAMON AVE,Completed,60638,22,2025-09-15 09:26:00,2025.0,09/2025,09-15,4601 S LAMON AVE,517,Block Level LSLR 4601 S LAMON AVE,"4601 S LAMON AVE, CHICAGO, IL 60638"
132,Block Level LSLR,PUBLIC,4541 S LAMON AVE,Completed,60638,22,2025-09-15 00:00:00,2025.0,09/2025,09-15,4541 S LAMON AVE,518,Block Level LSLR 4541 S LAMON AVE,"4541 S LAMON AVE, CHICAGO, IL 60638"
131,Block Level LSLR,CONSUMER,4541 S LAMON AVE,Completed,60638,22,2025-09-15 00:00:00,2025.0,09/2025,09-15,4541 S LAMON AVE,519,Block Level LSLR 4541 S LAMON AVE,"4541 S LAMON AVE, CHICAGO, IL 60638"
145,Block Level LSLR,PUBLIC,4601 S LAMON AVE,Completed,60638,22,2025-09-15 00:00:00,2025.0,09/2025,09-15,4601 S LAMON AVE,520,Block Level LSLR 4601 S LAMON AVE,"4601 S LAMON AVE, CHICAGO, IL 60638"
